,VerseId,VerseContent,UntrimmedAudio
3909,LUK.20.1,"Umunsi umwe Yezu yigishirizaga rubanda mu rugo rw'Ingoro y'Imana atangaza Ubutumwa bwiza, abakuru bo mu batambyi n'abigishamategeko hamwe n'abakuru b'imiryango baramusanga, ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3910,LUK.20.2,"baramubwira bati: â€œTubwire aho uvana ubushobozi bwo gukora ibyo ukora, utubwire n'uwabuguhaye uwo ari we.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3912,LUK.20.3,Arabasubiza ati: â€œNanjye reka mbabaze munsubize. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3913,LUK.20.4,"Mbese Yohani yatumwe n'Imana kubatiza, cyangwa se yatumwe n'abantu?â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3915,LUK.20.5,"Batangira kubwirana bati: â€œNituvuga ko yatumwe n'Imana, aratubaza ati: â€˜Kuki mutamwemeye?â€™ ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3916,LUK.20.6,"Na none kandi nituvuga ko yatumwe n'abantu, rubanda rwose ruradutera amabuye, kuko bemera rwose ko Yohani yari umuhanuzi.â€ù ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3917,LUK.20.7,Nuko baramusubiza bati: â€œNtitubizi.â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3919,LUK.20.8,Yezu ni ko kubabwira ati: â€œNanjye rero simbabwiye aho nkura ubushobozi bwo gukora ibyo nkora.â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3921,LUK.20.9,"Hanyuma acira rubanda uyu mugani ati: â€œHabayeho umugabo wateye ibiti by'imizabibu, umurima awÄÅtira abahinzi maze ajya mu rugendo arumaramo iminsi. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3922,LUK.20.10,"Igihe kigeze atuma umugaragu kuri ba bahinzi, kugira ngo bamuhe icyatamurima ku mbuto z'imizabibu. Nuko abo bahinzi baramuhondagura bamwohereza amÄÅra masa. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3923,LUK.20.11,"Nyir'imizabibu yongera kubatumaho undi mugaragu, uwo na we baramuhondagura, bamukorera ibya mfura mbi bamwohereza amÄÅra masa. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3924,LUK.20.12,"Nuko yohereza uwa gatatu, uwo na we baramukomeretsa kandi baramwirukana. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3925,LUK.20.13,"Nyir'imizabibu ni ko kwibaza ati: â€˜Ubu se ngire nte? Reka nohereze umwana wanjye nkunda cyane, ahari we ntibazamwubahuka.â€™ ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3926,LUK.20.14,Abahinzi babonye uwo mwana bajya inama bati: â€˜Dore uwarazwe ibintu araje! Nimuze tumwice kugira ngo byose bibe ibyacu!â€™ ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3927,LUK.20.15,Nuko bamukurubana inyuma y'uruzitiro baramwica.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3928,LUK.20.15,â€œMbese mubona nyir'imizabibu azagenza ate abo bahinzi? ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3929,LUK.20.16,Azaza abatsembe maze imizabibu ayishyiremo abandi.â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3930,LUK.20.16,Abantu bumvise ibyo baravuga bati: â€œNtibikabeho!â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3932,LUK.20.17,Yezu arabitegereza maze arababwira ati: â€œMbese ibi byanditswe bivuga iki ngo,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3933,LUK.20.17,"â€˜Ibuye abubatsi banze,",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3934,LUK.20.17,ni ryo ryabaye insanganyarukutaâ€™?,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3936,LUK.20.18,"Umuntu wese uzagwa kuri iryo buye azavunagurika, ariko uwo rizagwira rizamujanjagura.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3938,LUK.20.19,"Nuko abigishamategeko n'abakuru bo mu batambyi bashaka kumufata ako kanya, nyamara batinya rubanda. Bari bumvise neza ko ari bo Yezu yerekezagaho muri uwo mugani.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3940,LUK.20.20,"Bamugendaho maze bohereza abantu bo kumugenza bigize nk'intungane, kugira ngo bamufatire mu byo avuga babone uko bamugabiza Umutegetsi w'Umunyaroma, ngo amucire urubanza.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3942,LUK.20.21,"Nuko abo baramubaza bati: â€œMwigisha, tuzi ko uvuga kandi ukigisha ibitunganye, byongeye kandi ufata abantu bose kimwe, ukigisha inzira y'Imana mu kuri. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3943,LUK.20.22,"Mbese ni ngombwa ko dutanga umusoro w'umwami w'i Roma, cyangwa si ngombwa?â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3945,LUK.20.23,Yezu amenya uburiganya bwabo arababwira ati: ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3946,LUK.20.24,â€œNimunyereke igiceri. Mbese iyi shusho n'iri zina biriho ni ibya nde?â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3947,LUK.20.24,Baramusubiza bati: â€œNi iby'umwami w'i Roma.â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3949,LUK.20.25,"Arababwira ati: â€œNuko rero iby'umwami w'i Roma mubihe umwami w'i Roma, n'iby'Imana mubihe Imana.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3951,LUK.20.26,Babura uko bamufatira mu magambo imbere ya rubanda. Batangazwa n'igisubizo cye barinumira.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3953,LUK.20.27,"Bamwe mu Basaduseyi (abo ni bo bavugaga ko kuzuka bitabaho), basanga Yezu baramubwira bati: ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3954,LUK.20.28,"â€œMwigisha, Musa yatwandikiye iri tegeko ngo umuntu napfa asize umugore we batabyaranye, umugabo wabo ajye amucyura acikure nyakwigendera. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3955,LUK.20.29,Habayeho rero abavandimwe barindwi. Uwa mbere ashaka umugore maze apfa adasize umwana. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3956,LUK.20.30,"Uwa kabiri acyura uwo mupfakazi na we biba bityo, ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3957,LUK.20.31,n'uwa gatatu amucyuye biba bityo. Bose uko ari barindwi bapfa ntawe umubyayeho umwana. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3958,LUK.20.32,Amaherezo umugore na we arapfa. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3959,LUK.20.33,"Mbese igihe abantu bazazuka, uwo mugore azaba muka nde ko bose uko ari barindwi bazaba baramutunze?â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3961,LUK.20.34,Yezu arabasubiza ati: â€œAb'iyi si ni bo bagira abagore cyangwa abagabo. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3962,LUK.20.35,"Nyamara abo Imana izasanga bakwiriye kuzuka bakabaho mu yindi si izaza, ntibazagira abagore cyangwa abagabo. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3963,LUK.20.36,"Baba batagipfa ukundi kuko baba bameze nk'abamarayika, baba ari abana b'Imana babikesha kuzuka. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3964,LUK.20.37,"Musa na we yerekanye neza ko abapfuye bazazuka ubwo yari kuri cya gihuru, akita Nyagasani Imana ya Aburahamu n'Imana ya Izaki n'Imana ya Yakobo. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3965,LUK.20.38,"Erega Imana si iy'abapfuye, ahubwo ni iy'abazima kuko kuri yo bose baba ari bazima!â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3967,LUK.20.39,"Bamwe mu bigishamategeko baramubwira bati: â€œMwigisha, uvuze neza.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3969,LUK.20.40,Kuva ubwo ntibatinyuka kugira ikindi bamubaza.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3971,LUK.20.41,Yezu arababaza ati: â€œNi iki gituma bavuga ko Kristo ari umwana wa Dawidi? ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3972,LUK.20.42,Dawidi ubwe yavuze mu gitabo cya Zaburi ati:,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3973,LUK.20.42,â€˜Nyagasani yabwiye Umwami wanjye ati:,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3974,LUK.20.42,"â€œIcara ku ntebe ya cyami iburyo bwanjye,",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3976,LUK.20.43,nanjye nzahindura abanzi bawe nk'akabaho ukandagizaho ibirenge,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3978,LUK.20.44,"None se ubwo Dawidi ubwe yita Kristo umwami we, Kristo yaba ate kandi umwana we?â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3980,LUK.20.45,Yezu abwira abigishwa be rubanda rwose rwumva ati: ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3981,LUK.20.46,"â€œMurajye mwirinda abigishamategeko, bakunda gutembera bambaye amakanzu meza no kubona baramukirizwa aho abantu bateraniye. Bakunda kandi guhabwa intebe z'icyubahiro mu nsengero n'ibyicaro by'imbere aho batumiwe. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3982,LUK.20.47,Barya ingo z'abapfakazi nyamara bakiha kuvuga amasengesho y'urudaca. Abo bazacirwa urubanza rukaze kurusha abandi.â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/20-94f38e36cf63cabe1a3edca11ad829de.mp3?version_id=387
3983,LUK.21.1,"Yezu yubuye amaso, abona abakire bashyira amaturo yabo mu bubiko bwo mu rugo rw'Ingoro y'Imana, ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
3984,LUK.21.2,abona n'umupfakazi w'umukene ashyiramo uduceri,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
3985,LUK.21.3,"Nuko aravuga ati: â€œNdababwiza ukuri, uriya mupfakazi w'umukene arushije abandi bose gutura. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
3986,LUK.21.4,"Bariya bose batanze ku bibasagutse, naho we yatanze ibyari bimutunze byose.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
3988,LUK.21.5,"Bamwe barataga Ingoro y'Imana bavuga uburyo yubatswe n'amabuye meza, kandi irimbishijwe ibintu byatuwe Imana. Ariko Yezu aravuga ati: ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
3989,LUK.21.6,"â€œHari igihe biriya byose mureba bizasenywa, ntihagire n'ibuye risigara rigeretse ku rindi!â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
3991,LUK.21.7,"Baramubaza bati: â€œMwigisha, ibyo bizaba ryari kandi ni ikihe kimenyetso kizerekana ko bigiye kuba?â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
3993,LUK.21.8,"Yezu aravuga ati: â€œMuramenye ntimuzayobe, kuko hazaduka benshi biyita izina ryanjye bavuga bati: â€˜Ni jye Kristoâ€™, kandi bati â€˜Igihe kiregereje!â€™ Ntimuzabakurikire. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
3994,LUK.21.9,"Nimwumva urusaku rw'intambara n'imyivumbagatanyo ntimuzakuke umutima, kuko ibyo bigomba kubanza kubaho ariko iherezo rya byose ntirizahita riba.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
3996,LUK.21.10,"Yungamo ati: â€œIgihugu kizarwana n'ikindi, kandi umwami atere undi mwami. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
3997,LUK.21.11,Hazabaho imitingito ikaze kandi hirya no hino hatere inzara n'ibyorezo. Hazabaho n'ibiteye ubwoba n'ibimenyetso bikomeye bivuye mu ijuru. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
3998,LUK.21.12,"Ariko mbere y'ibyo byose bazabafata babatoteze, babajyane mu nsengero zabo kugira ngo babacire iteka, maze babarohe muri gereza. Bazabashyikiriza abami n'abategetsi ari jye muhÅçrwa. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
3999,LUK.21.13,Ibyo bizatuma mumbera abagabo. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4000,LUK.21.14,Ntimuzirirwe mubunza imitima mbere y'igihe mushaka icyo mwireguza. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4001,LUK.21.15,"Ni jyewe uzabihera ubushobozi bwo kumenya icyo mukwiye kuvuga, kandi ababarwanya bose ntibazashobora kugitsinda cyangwa kukivuguruza. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4002,LUK.21.16,"Muzagambanirwa n'ababyeyi banyu n'abo muva inda imwe na bene wanyu n'incuti zanyu, ndetse bamwe muri mwe bazabica. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4003,LUK.21.17,Muzangwa na bose babampÅçra. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4004,LUK.21.18,Nyamara nta gasatsi na kamwe kazapfuka ku mitwe yanyu. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4005,LUK.21.19,Nimwihangana ni bwo muzarokora ubugingo bwanyu.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4007,LUK.21.20,"â€œUbwo muzabona Yeruzalemu igoswe n'ingabo, muzamenye ko igiye kurimbuka bidatinze. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4008,LUK.21.21,"Icyo gihe abazaba bari muri Yudeya bazahungire mu misozi. Abo bizasanga mu mujyi rwagati bazawuvemo, naho abazaba bari mu cyaro ntibazagaruke mu mujyi, ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4009,LUK.21.22,"kuko iminsi yo guhana abagomeye Imana izaba igeze, ngo bibe nk'uko Ibyanditswe byose bivuga. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4010,LUK.21.23,"Hagowe abazaba batwite cyangwa bonsa muri iyo minsi, kuko hazabaho umubabaro ukaze muri iki gihugu, kandi uburakari bw'Imana buzaba ku baturage bacyo. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4011,LUK.21.24,"Bazashirira ku nkota, abandi bajyanwe ho iminyago mu mahanga yose, Yeruzalemu iribatwe n'abanyamahanga kugeza igihe barangirije ibyabazanye.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4013,LUK.21.25,"â€œHazaba ibimenyetso ku zuba no ku kwezi no ku nyenyeri. Naho ku isi amahanga azakuka umutima ashoberwe, kubera urusaku rw'inyanja no guhorera kwayo. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4014,LUK.21.26,"Abantu bazicwa n'ubwoba bategereje ibigiye kuba ku isi, kuko n'ibinyabubasha byo mu ijuru bizahungabana. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4015,LUK.21.27,"Ubwo ni bwo bazabona Umwana w'umuntu aje mu gicu, afite ububasha n'ikuzo ryinshi. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4016,LUK.21.28,"Nuko ibyo nibitangira kuba, muzahagarare mukomere kuko gutabarwa kwanyu kuzaba kwegereje.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4018,LUK.21.29,Nuko Yezu abaha ikigereranyo ati: â€œMwitegereze umutini n'ibindi biti byose. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4019,LUK.21.30,"Iyo mubonye bitoshye, muhita mumenya ko impeshyi yegereje. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4020,LUK.21.31,"Ni na ko rero igihe muzabona ibyo nababwiye bibaye, muzamenya ko ubwami bw'Imana bwegereje. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4021,LUK.21.32,Ndababwira nkomeje ko ab'iki gihe batazashiraho ibyo byose bitabaye. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4022,LUK.21.33,Ijuru n'isi bizashira ariko amagambo yanjye azahoraho.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4024,LUK.21.34,"â€œNuko rero muririnde, ntimureke imitima yanyu iremererwa n'ivutu n'ubusinzi no guhihibikanwa n'iby'isi, ejo uwo munsi utabagwa gitumo ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4025,LUK.21.35,"nk'umutego, kuko uzatungura abaturage bose bo ku isi uko yakabaye. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4026,LUK.21.36,"Nuko rero murabe maso, muhore musenga kugira ngo muzabashe kurokoka ibyo byose byenda kuba, no guhagarara imbere y'Umwana w'umuntu.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4028,LUK.21.37,"Yezu yirirwaga yigishiriza mu rugo rw'Ingoro y'Imana, bwagoroba akavayo akajya kurara ku Musozi w'Iminzenze, ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4029,LUK.21.38,abantu bose bakazindukira mu rugo rw'Ingoro y'Imana kumwumva.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/21-3a28afdce10ad1b3d4ba74167e0158c8.mp3?version_id=387
4030,LUK.22.1,Iminsi mikuru y'imigati idasembuye ari na yo bita Pasika y'Abayahudi yari yegereje. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4031,LUK.22.2,"Abakuru bo mu batambyi n'abigishamategeko bashakaga uburyo bakwicisha Yezu, ariko bagatinya rubanda.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4033,LUK.22.3,"Nuko Satani yinjira muri Yuda bÄ«taga Isikariyoti, umwe mu bigishwa cumi na babiri. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
